health_statement,label,source_type
Mental health therapy can reduce anxiety and depression,true,forum
Vaccination reduces the spread of infectious diseases,true,news
Antibiotics are effective against bacterial infections,true,tweet
Vaccination reduces the spread of infectious diseases,true,news
Drinking bleach can kill viruses inside the body,false,news
Mental illness is caused by evil spirits,false,news
Insulin regulates blood sugar levels,true,tweet
Mental illness is caused by evil spirits,false,news
Mental illness is caused by evil spirits,false,forum
Homeopathy can replace all modern medicines,false,forum
Vaccines help the immune system recognize and fight infections,true,comment
Drinking alcohol improves immunity,false,tweet
Physical activity helps control body weight,true,forum
Garlic can completely cure COVID-19,false,blog
Skipping meals is the healthiest way to lose weight,false,news
Antibiotics can cure viral infections like flu,false,comment
Handwashing reduces the spread of infectious diseases,true,blog
Mental health therapy can reduce anxiety and depression,true,comment
All cancers are caused by mobile phone radiation,false,forum
Proper hydration helps maintain body temperature,true,blog
Physical activity helps control body weight,true,forum
Insulin regulates blood sugar levels,true,blog
You do not need sleep if you meditate daily,false,news
Diabetes can be permanently cured by herbal tea,false,tweet
Drinking bleach can kill viruses inside the body,false,tweet
Garlic can completely cure COVID-19,false,forum
Drinking bleach can kill viruses inside the body,false,comment
Smoking increases the risk of lung cancer,true,tweet
Physical activity helps control body weight,true,news
Insulin regulates blood sugar levels,true,tweet
Vaccination reduces the spread of infectious diseases,true,forum
Drinking enough water supports kidney function,true,tweet
High blood pressure increases the risk of stroke,true,tweet
Antibiotics can cure viral infections like flu,false,forum
Handwashing reduces the spread of infectious diseases,true,forum
Vaccines cause autism,false,tweet
A balanced diet improves overall immune health,true,comment
Drinking enough water supports kidney function,true,forum
Regular exercise helps reduce the risk of heart disease,true,blog
Adequate sleep improves mental and physical health,true,news
Smoking increases the risk of lung cancer,true,forum
Antibiotics can cure viral infections like flu,false,blog
Antibiotics are effective against bacterial infections,true,news
Insulin regulates blood sugar levels,true,news
Regular exercise helps reduce the risk of heart disease,true,forum
Vaccination reduces the spread of infectious diseases,true,tweet
Homeopathy can replace all modern medicines,false,news
Physical activity helps control body weight,true,comment
Regular exercise helps reduce the risk of heart disease,true,forum
High blood pressure increases the risk of stroke,true,news
Proper hydration helps maintain body temperature,true,comment
Antibiotics are effective against bacterial infections,true,tweet
All cancers are caused by mobile phone radiation,false,blog
Cancer can be cured only through faith healing,false,news
Adequate sleep improves mental and physical health,true,comment
Skipping meals is the healthiest way to lose weight,false,news
Garlic can completely cure COVID-19,false,comment
Homeopathy can replace all modern medicines,false,news
A balanced diet improves overall immune health,true,forum
Skipping meals is the healthiest way to lose weight,false,forum
Early cancer screening improves survival rates,true,tweet
Adequate sleep improves mental and physical health,true,tweet
Physical activity helps control body weight,true,comment
High blood pressure increases the risk of stroke,true,comment
Proper hydration helps maintain body temperature,true,news
Wearing glasses permanently weakens eyesight,false,forum
Proper hydration helps maintain body temperature,true,news
Diabetes can be permanently cured by herbal tea,false,news
High blood pressure increases the risk of stroke,true,forum
Vaccination reduces the spread of infectious diseases,true,forum
Mental illness is caused by evil spirits,false,news
Diabetes can be permanently cured by herbal tea,false,tweet
Vaccination reduces the spread of infectious diseases,true,comment
Drinking enough water supports kidney function,true,news
A balanced diet improves overall immune health,true,news
Homeopathy can replace all modern medicines,false,tweet
Mental health therapy can reduce anxiety and depression,true,tweet
Vaccines help the immune system recognize and fight infections,true,forum
Drinking alcohol improves immunity,false,forum
Mental health therapy can reduce anxiety and depression,true,news
Handwashing reduces the spread of infectious diseases,true,news
Vaccines help the immune system recognize and fight infections,true,tweet
Skipping meals is the healthiest way to lose weight,false,forum
Diabetes can be permanently cured by herbal tea,false,news
Mental health therapy can reduce anxiety and depression,true,forum
Physical activity helps control body weight,true,comment
Vaccines cause autism,false,forum
A balanced diet improves overall immune health,true,news
Proper hydration helps maintain body temperature,true,tweet
Drinking bleach can kill viruses inside the body,false,comment
Antibiotics can cure viral infections like flu,false,forum
Fasting alone can cure chronic diseases,false,blog
Diabetes can be permanently cured by herbal tea,false,blog
Wearing glasses permanently weakens eyesight,false,blog
Detox drinks can remove all toxins instantly,false,forum
Garlic can completely cure COVID-19,false,blog
Detox drinks can remove all toxins instantly,false,comment
Garlic can completely cure COVID-19,false,blog
Fasting alone can cure chronic diseases,false,comment
Vaccines help the immune system recognize and fight infections,true,forum
Homeopathy can replace all modern medicines,false,tweet
Vaccines help the immune system recognize and fight infections,true,blog
Drinking enough water supports kidney function,true,comment
Mental health therapy can reduce anxiety and depression,true,comment
You do not need sleep if you meditate daily,false,tweet
Vaccination reduces the spread of infectious diseases,true,tweet
Diabetes can be permanently cured by herbal tea,false,tweet
A balanced diet improves overall immune health,true,news
Wearing glasses permanently weakens eyesight,false,forum
High blood pressure increases the risk of stroke,true,tweet
Smoking increases the risk of lung cancer,true,tweet
Wearing glasses permanently weakens eyesight,false,comment
Fasting alone can cure chronic diseases,false,blog
High blood pressure increases the risk of stroke,true,blog
All cancers are caused by mobile phone radiation,false,news
Fasting alone can cure chronic diseases,false,news
Mental illness is caused by evil spirits,false,blog
Fasting alone can cure chronic diseases,false,tweet
Mental illness is caused by evil spirits,false,blog
Drinking alcohol improves immunity,false,blog
Mental illness is caused by evil spirits,false,comment
Drinking bleach can kill viruses inside the body,false,tweet
Physical activity helps control body weight,true,comment
All cancers are caused by mobile phone radiation,false,blog
Proper hydration helps maintain body temperature,true,tweet
A balanced diet improves overall immune health,true,news
Diabetes can be permanently cured by herbal tea,false,comment
Vaccines cause autism,false,blog
Physical activity helps control body weight,true,blog
Drinking alcohol improves immunity,false,comment
All cancers are caused by mobile phone radiation,false,tweet
All cancers are caused by mobile phone radiation,false,comment
Early cancer screening improves survival rates,true,comment
High blood pressure increases the risk of stroke,true,comment
Drinking enough water supports kidney function,true,tweet
Wearing glasses permanently weakens eyesight,false,blog
Physical activity helps control body weight,true,blog
Detox drinks can remove all toxins instantly,false,news
Vaccination reduces the spread of infectious diseases,true,forum
Adequate sleep improves mental and physical health,true,tweet
Physical activity helps control body weight,true,comment
Detox drinks can remove all toxins instantly,false,news
Handwashing reduces the spread of infectious diseases,true,blog
Detox drinks can remove all toxins instantly,false,tweet
Handwashing reduces the spread of infectious diseases,true,news
Antibiotics are effective against bacterial infections,true,comment
Skipping meals is the healthiest way to lose weight,false,news
Vaccines help the immune system recognize and fight infections,true,forum
Wearing glasses permanently weakens eyesight,false,forum
Drinking enough water supports kidney function,true,comment
Mental illness is caused by evil spirits,false,comment
Vaccines cause autism,false,tweet
Mental illness is caused by evil spirits,false,forum
Detox drinks can remove all toxins instantly,false,blog
Insulin regulates blood sugar levels,true,news
Antibiotics are effective against bacterial infections,true,comment
Detox drinks can remove all toxins instantly,false,tweet
Physical activity helps control body weight,true,blog
Proper hydration helps maintain body temperature,true,comment
Insulin regulates blood sugar levels,true,comment
Vaccines cause autism,false,comment
Garlic can completely cure COVID-19,false,comment
Drinking enough water supports kidney function,true,blog
Handwashing reduces the spread of infectious diseases,true,comment
Handwashing reduces the spread of infectious diseases,true,news
Mental illness is caused by evil spirits,false,news
Diabetes can be permanently cured by herbal tea,false,forum
Adequate sleep improves mental and physical health,true,comment
Proper hydration helps maintain body temperature,true,comment
Smoking increases the risk of lung cancer,true,news
Antibiotics are effective against bacterial infections,true,news
Wearing glasses permanently weakens eyesight,false,comment
Wearing glasses permanently weakens eyesight,false,comment
Wearing glasses permanently weakens eyesight,false,blog
Antibiotics are effective against bacterial infections,true,news
Physical activity helps control body weight,true,comment
Detox drinks can remove all toxins instantly,false,blog
Vaccination reduces the spread of infectious diseases,true,comment
Homeopathy can replace all modern medicines,false,comment
Insulin regulates blood sugar levels,true,tweet
High blood pressure increases the risk of stroke,true,forum
Vaccination reduces the spread of infectious diseases,true,tweet
Regular exercise helps reduce the risk of heart disease,true,comment
Homeopathy can replace all modern medicines,false,blog
Garlic can completely cure COVID-19,false,comment
Vaccination reduces the spread of infectious diseases,true,tweet
Drinking bleach can kill viruses inside the body,false,forum
Adequate sleep improves mental and physical health,true,comment
Antibiotics can cure viral infections like flu,false,news
Antibiotics are effective against bacterial infections,true,comment
Proper hydration helps maintain body temperature,true,comment
Antibiotics can cure viral infections like flu,false,news
Vaccination reduces the spread of infectious diseases,true,news
Regular exercise helps reduce the risk of heart disease,true,blog
High blood pressure increases the risk of stroke,true,tweet
Adequate sleep improves mental and physical health,true,blog
Antibiotics can cure viral infections like flu,false,forum
Diabetes can be permanently cured by herbal tea,false,comment
Detox drinks can remove all toxins instantly,false,forum
Antibiotics are effective against bacterial infections,true,forum
You do not need sleep if you meditate daily,false,tweet
All cancers are caused by mobile phone radiation,false,comment
Drinking alcohol improves immunity,false,forum
All cancers are caused by mobile phone radiation,false,comment
Insulin regulates blood sugar levels,true,tweet
Vaccines help the immune system recognize and fight infections,true,news
Mental illness is caused by evil spirits,false,forum
Proper hydration helps maintain body temperature,true,comment
Antibiotics can cure viral infections like flu,false,tweet
Mental health therapy can reduce anxiety and depression,true,blog
Vaccination reduces the spread of infectious diseases,true,forum
Smoking increases the risk of lung cancer,true,comment
Vaccination reduces the spread of infectious diseases,true,blog
Diabetes can be permanently cured by herbal tea,false,tweet
Drinking alcohol improves immunity,false,tweet
Drinking bleach can kill viruses inside the body,false,comment
Mental illness is caused by evil spirits,false,news
Drinking enough water supports kidney function,true,comment
Proper hydration helps maintain body temperature,true,news
Mental health therapy can reduce anxiety and depression,true,tweet
Drinking bleach can kill viruses inside the body,false,comment
Garlic can completely cure COVID-19,false,tweet
You do not need sleep if you meditate daily,false,forum
Vaccines cause autism,false,blog
Early cancer screening improves survival rates,true,tweet
Handwashing reduces the spread of infectious diseases,true,news
All cancers are caused by mobile phone radiation,false,comment
A balanced diet improves overall immune health,true,tweet
Adequate sleep improves mental and physical health,true,tweet
Homeopathy can replace all modern medicines,false,blog
Antibiotics are effective against bacterial infections,true,blog
Smoking increases the risk of lung cancer,true,blog
You do not need sleep if you meditate daily,false,forum
Fasting alone can cure chronic diseases,false,tweet
All cancers are caused by mobile phone radiation,false,forum
Mental health therapy can reduce anxiety and depression,true,tweet
Mental health therapy can reduce anxiety and depression,true,tweet
High blood pressure increases the risk of stroke,true,comment
Proper hydration helps maintain body temperature,true,tweet
Diabetes can be permanently cured by herbal tea,false,news
Antibiotics are effective against bacterial infections,true,comment
Adequate sleep improves mental and physical health,true,comment
Drinking bleach can kill viruses inside the body,false,blog
All cancers are caused by mobile phone radiation,false,comment
Handwashing reduces the spread of infectious diseases,true,blog
A balanced diet improves overall immune health,true,forum
Insulin regulates blood sugar levels,true,tweet
Drinking alcohol improves immunity,false,news
Vaccines help the immune system recognize and fight infections,true,news
Mental illness is caused by evil spirits,false,news
Mental illness is caused by evil spirits,false,forum
A balanced diet improves overall immune health,true,tweet
Vaccination reduces the spread of infectious diseases,true,blog
Physical activity helps control body weight,true,forum
Wearing glasses permanently weakens eyesight,false,comment
Early cancer screening improves survival rates,true,comment
Wearing glasses permanently weakens eyesight,false,news
Drinking alcohol improves immunity,false,forum
Proper hydration helps maintain body temperature,true,tweet
Proper hydration helps maintain body temperature,true,forum
Skipping meals is the healthiest way to lose weight,false,tweet
Antibiotics can cure viral infections like flu,false,tweet
Vaccination reduces the spread of infectious diseases,true,comment
Mental illness is caused by evil spirits,false,tweet
Drinking bleach can kill viruses inside the body,false,tweet
Drinking alcohol improves immunity,false,comment
Cancer can be cured only through faith healing,false,news
Cancer can be cured only through faith healing,false,tweet
Mental illness is caused by evil spirits,false,news
Garlic can completely cure COVID-19,false,blog
Mental health therapy can reduce anxiety and depression,true,tweet
Drinking alcohol improves immunity,false,comment
Mental illness is caused by evil spirits,false,news
Wearing glasses permanently weakens eyesight,false,news
Wearing glasses permanently weakens eyesight,false,comment
Garlic can completely cure COVID-19,false,forum
Cancer can be cured only through faith healing,false,news
Diabetes can be permanently cured by herbal tea,false,forum
A balanced diet improves overall immune health,true,forum
All cancers are caused by mobile phone radiation,false,news
Detox drinks can remove all toxins instantly,false,news
Garlic can completely cure COVID-19,false,forum
Adequate sleep improves mental and physical health,true,blog
Skipping meals is the healthiest way to lose weight,false,forum
Cancer can be cured only through faith healing,false,forum
Handwashing reduces the spread of infectious diseases,true,tweet
Detox drinks can remove all toxins instantly,false,comment
Vaccines cause autism,false,tweet
Skipping meals is the healthiest way to lose weight,false,tweet
Early cancer screening improves survival rates,true,blog
Adequate sleep improves mental and physical health,true,tweet
Detox drinks can remove all toxins instantly,false,comment
Cancer can be cured only through faith healing,false,comment
Diabetes can be permanently cured by herbal tea,false,forum
Insulin regulates blood sugar levels,true,tweet
Proper hydration helps maintain body temperature,true,forum
Skipping meals is the healthiest way to lose weight,false,tweet
Garlic can completely cure COVID-19,false,blog
Mental illness is caused by evil spirits,false,tweet
Detox drinks can remove all toxins instantly,false,news
All cancers are caused by mobile phone radiation,false,comment
Mental illness is caused by evil spirits,false,tweet
Insulin regulates blood sugar levels,true,blog
Antibiotics are effective against bacterial infections,true,forum
Antibiotics can cure viral infections like flu,false,blog
Drinking alcohol improves immunity,false,forum
You do not need sleep if you meditate daily,false,forum
Adequate sleep improves mental and physical health,true,comment
Smoking increases the risk of lung cancer,true,blog
Physical activity helps control body weight,true,tweet
Vaccination reduces the spread of infectious diseases,true,comment
Fasting alone can cure chronic diseases,false,comment
Physical activity helps control body weight,true,comment
All cancers are caused by mobile phone radiation,false,news
Mental health therapy can reduce anxiety and depression,true,tweet
Wearing glasses permanently weakens eyesight,false,blog
You do not need sleep if you meditate daily,false,tweet
Smoking increases the risk of lung cancer,true,forum
Vaccines help the immune system recognize and fight infections,true,comment
All cancers are caused by mobile phone radiation,false,blog
Vaccination reduces the spread of infectious diseases,true,blog
All cancers are caused by mobile phone radiation,false,tweet
Homeopathy can replace all modern medicines,false,comment
Cancer can be cured only through faith healing,false,news
Adequate sleep improves mental and physical health,true,comment
Drinking alcohol improves immunity,false,news
Early cancer screening improves survival rates,true,blog
High blood pressure increases the risk of stroke,true,news
High blood pressure increases the risk of stroke,true,tweet
Regular exercise helps reduce the risk of heart disease,true,news
Mental illness is caused by evil spirits,false,tweet
Mental health therapy can reduce anxiety and depression,true,blog
Vaccination reduces the spread of infectious diseases,true,tweet
Mental illness is caused by evil spirits,false,comment
Adequate sleep improves mental and physical health,true,news
Drinking alcohol improves immunity,false,comment
Vaccines help the immune system recognize and fight infections,true,forum
Fasting alone can cure chronic diseases,false,comment
Physical activity helps control body weight,true,forum
Adequate sleep improves mental and physical health,true,comment
Garlic can completely cure COVID-19,false,forum
Regular exercise helps reduce the risk of heart disease,true,comment
A balanced diet improves overall immune health,true,tweet
Garlic can completely cure COVID-19,false,tweet
Mental illness is caused by evil spirits,false,forum
Cancer can be cured only through faith healing,false,forum
Insulin regulates blood sugar levels,true,blog
Early cancer screening improves survival rates,true,news
Vaccines cause autism,false,blog
Smoking increases the risk of lung cancer,true,blog
Cancer can be cured only through faith healing,false,comment
Drinking alcohol improves immunity,false,tweet
Proper hydration helps maintain body temperature,true,tweet
All cancers are caused by mobile phone radiation,false,comment
Handwashing reduces the spread of infectious diseases,true,forum
Regular exercise helps reduce the risk of heart disease,true,news
Insulin regulates blood sugar levels,true,blog
All cancers are caused by mobile phone radiation,false,news
Proper hydration helps maintain body temperature,true,comment
Garlic can completely cure COVID-19,false,comment
All cancers are caused by mobile phone radiation,false,tweet
Vaccination reduces the spread of infectious diseases,true,blog
Antibiotics are effective against bacterial infections,true,blog
Mental illness is caused by evil spirits,false,tweet
Vaccines cause autism,false,blog
Drinking bleach can kill viruses inside the body,false,comment
You do not need sleep if you meditate daily,false,blog
Mental illness is caused by evil spirits,false,blog
Regular exercise helps reduce the risk of heart disease,true,comment
Diabetes can be permanently cured by herbal tea,false,news
Wearing glasses permanently weakens eyesight,false,tweet
Adequate sleep improves mental and physical health,true,comment
Detox drinks can remove all toxins instantly,false,blog
Fasting alone can cure chronic diseases,false,forum
You do not need sleep if you meditate daily,false,blog
Skipping meals is the healthiest way to lose weight,false,news
High blood pressure increases the risk of stroke,true,forum
Wearing glasses permanently weakens eyesight,false,forum
Diabetes can be permanently cured by herbal tea,false,comment
Fasting alone can cure chronic diseases,false,news
You do not need sleep if you meditate daily,false,tweet
Handwashing reduces the spread of infectious diseases,true,comment
Insulin regulates blood sugar levels,true,blog
Diabetes can be permanently cured by herbal tea,false,comment
Diabetes can be permanently cured by herbal tea,false,forum
Garlic can completely cure COVID-19,false,blog
Antibiotics can cure viral infections like flu,false,blog
Vaccines cause autism,false,news
Adequate sleep improves mental and physical health,true,tweet
Physical activity helps control body weight,true,news
Regular exercise helps reduce the risk of heart disease,true,news
You do not need sleep if you meditate daily,false,blog
Physical activity helps control body weight,true,blog
You do not need sleep if you meditate daily,false,news
Fasting alone can cure chronic diseases,false,blog
Smoking increases the risk of lung cancer,true,tweet
Antibiotics can cure viral infections like flu,false,forum
Proper hydration helps maintain body temperature,true,tweet
Vaccines cause autism,false,forum
Garlic can completely cure COVID-19,false,forum
A balanced diet improves overall immune health,true,tweet
Homeopathy can replace all modern medicines,false,tweet
Handwashing reduces the spread of infectious diseases,true,comment
Smoking increases the risk of lung cancer,true,forum
Drinking bleach can kill viruses inside the body,false,tweet
Antibiotics are effective against bacterial infections,true,comment
Antibiotics can cure viral infections like flu,false,tweet
Regular exercise helps reduce the risk of heart disease,true,blog
Mental illness is caused by evil spirits,false,forum
Detox drinks can remove all toxins instantly,false,tweet
Drinking alcohol improves immunity,false,news
All cancers are caused by mobile phone radiation,false,comment
Adequate sleep improves mental and physical health,true,forum
Antibiotics can cure viral infections like flu,false,blog
A balanced diet improves overall immune health,true,blog
Vaccination reduces the spread of infectious diseases,true,forum
Drinking enough water supports kidney function,true,comment
Vaccines cause autism,false,forum
Vaccination reduces the spread of infectious diseases,true,comment
Early cancer screening improves survival rates,true,comment
Diabetes can be permanently cured by herbal tea,false,tweet
Antibiotics are effective against bacterial infections,true,blog
High blood pressure increases the risk of stroke,true,tweet
Antibiotics can cure viral infections like flu,false,tweet
Regular exercise helps reduce the risk of heart disease,true,forum
Insulin regulates blood sugar levels,true,news
Adequate sleep improves mental and physical health,true,news
Regular exercise helps reduce the risk of heart disease,true,news
Diabetes can be permanently cured by herbal tea,false,forum
Early cancer screening improves survival rates,true,news
Vaccination reduces the spread of infectious diseases,true,blog
Homeopathy can replace all modern medicines,false,comment
Physical activity helps control body weight,true,comment
Drinking alcohol improves immunity,false,comment
Vaccines cause autism,false,tweet
Mental health therapy can reduce anxiety and depression,true,forum
Homeopathy can replace all modern medicines,false,blog
Adequate sleep improves mental and physical health,true,forum
Adequate sleep improves mental and physical health,true,tweet
A balanced diet improves overall immune health,true,comment
Drinking bleach can kill viruses inside the body,false,forum
All cancers are caused by mobile phone radiation,false,news
Drinking enough water supports kidney function,true,tweet
Vaccination reduces the spread of infectious diseases,true,forum
Physical activity helps control body weight,true,forum
Fasting alone can cure chronic diseases,false,blog
Vaccination reduces the spread of infectious diseases,true,tweet
Antibiotics are effective against bacterial infections,true,tweet
Drinking bleach can kill viruses inside the body,false,forum
Proper hydration helps maintain body temperature,true,news
Regular exercise helps reduce the risk of heart disease,true,comment
You do not need sleep if you meditate daily,false,tweet
Drinking bleach can kill viruses inside the body,false,blog
A balanced diet improves overall immune health,true,blog
Drinking alcohol improves immunity,false,news
Mental health therapy can reduce anxiety and depression,true,comment
Drinking alcohol improves immunity,false,forum
Adequate sleep improves mental and physical health,true,forum
All cancers are caused by mobile phone radiation,false,news
Diabetes can be permanently cured by herbal tea,false,comment
Diabetes can be permanently cured by herbal tea,false,forum
Handwashing reduces the spread of infectious diseases,true,blog
Adequate sleep improves mental and physical health,true,forum
A balanced diet improves overall immune health,true,news
Cancer can be cured only through faith healing,false,forum
All cancers are caused by mobile phone radiation,false,comment
Mental health therapy can reduce anxiety and depression,true,forum
You do not need sleep if you meditate daily,false,tweet
Garlic can completely cure COVID-19,false,news
Smoking increases the risk of lung cancer,true,forum
Mental health therapy can reduce anxiety and depression,true,blog
Skipping meals is the healthiest way to lose weight,false,tweet
Garlic can completely cure COVID-19,false,blog
A balanced diet improves overall immune health,true,news
Early cancer screening improves survival rates,true,forum
A balanced diet improves overall immune health,true,comment
Proper hydration helps maintain body temperature,true,forum
Physical activity helps control body weight,true,tweet
Vaccines help the immune system recognize and fight infections,true,comment
You do not need sleep if you meditate daily,false,forum
Handwashing reduces the spread of infectious diseases,true,comment
Vaccines help the immune system recognize and fight infections,true,news
Drinking bleach can kill viruses inside the body,false,news
Cancer can be cured only through faith healing,false,blog
Diabetes can be permanently cured by herbal tea,false,blog
Insulin regulates blood sugar levels,true,news
Drinking enough water supports kidney function,true,blog
Drinking alcohol improves immunity,false,news
Drinking enough water supports kidney function,true,forum
Drinking alcohol improves immunity,false,news
All cancers are caused by mobile phone radiation,false,comment
Mental health therapy can reduce anxiety and depression,true,forum
Garlic can completely cure COVID-19,false,tweet
Diabetes can be permanently cured by herbal tea,false,news
Mental health therapy can reduce anxiety and depression,true,blog
Vaccines help the immune system recognize and fight infections,true,blog
Antibiotics are effective against bacterial infections,true,news
Vaccination reduces the spread of infectious diseases,true,news
Antibiotics are effective against bacterial infections,true,news
Detox drinks can remove all toxins instantly,false,comment
Drinking enough water supports kidney function,true,comment
Cancer can be cured only through faith healing,false,blog
You do not need sleep if you meditate daily,false,forum
Adequate sleep improves mental and physical health,true,forum
Handwashing reduces the spread of infectious diseases,true,tweet
Wearing glasses permanently weakens eyesight,false,tweet
Antibiotics are effective against bacterial infections,true,tweet
Wearing glasses permanently weakens eyesight,false,comment
Skipping meals is the healthiest way to lose weight,false,news
Diabetes can be permanently cured by herbal tea,false,news
Regular exercise helps reduce the risk of heart disease,true,forum
Wearing glasses permanently weakens eyesight,false,blog
Garlic can completely cure COVID-19,false,forum
A balanced diet improves overall immune health,true,news
Vaccines help the immune system recognize and fight infections,true,comment
Cancer can be cured only through faith healing,false,blog
Cancer can be cured only through faith healing,false,tweet
Physical activity helps control body weight,true,forum
Proper hydration helps maintain body temperature,true,news
Drinking alcohol improves immunity,false,news
Diabetes can be permanently cured by herbal tea,false,tweet
Insulin regulates blood sugar levels,true,news
High blood pressure increases the risk of stroke,true,tweet
Smoking increases the risk of lung cancer,true,forum
Fasting alone can cure chronic diseases,false,forum
Early cancer screening improves survival rates,true,comment
Drinking enough water supports kidney function,true,blog
Vaccination reduces the spread of infectious diseases,true,comment
Vaccines help the immune system recognize and fight infections,true,forum
Vaccines help the immune system recognize and fight infections,true,forum
A balanced diet improves overall immune health,true,forum
Fasting alone can cure chronic diseases,false,news
Mental health therapy can reduce anxiety and depression,true,news
Early cancer screening improves survival rates,true,forum
Skipping meals is the healthiest way to lose weight,false,tweet
Antibiotics can cure viral infections like flu,false,news
Drinking bleach can kill viruses inside the body,false,blog
A balanced diet improves overall immune health,true,tweet
Vaccines cause autism,false,tweet
Insulin regulates blood sugar levels,true,comment
Regular exercise helps reduce the risk of heart disease,true,tweet
Skipping meals is the healthiest way to lose weight,false,news
Wearing glasses permanently weakens eyesight,false,comment
Wearing glasses permanently weakens eyesight,false,forum
Physical activity helps control body weight,true,blog
Garlic can completely cure COVID-19,false,blog
All cancers are caused by mobile phone radiation,false,news
All cancers are caused by mobile phone radiation,false,blog
Handwashing reduces the spread of infectious diseases,true,blog
Smoking increases the risk of lung cancer,true,blog
Garlic can completely cure COVID-19,false,tweet
Vaccination reduces the spread of infectious diseases,true,forum
Garlic can completely cure COVID-19,false,forum
Fasting alone can cure chronic diseases,false,forum
Homeopathy can replace all modern medicines,false,comment
Antibiotics are effective against bacterial infections,true,news
Mental illness is caused by evil spirits,false,blog
Detox drinks can remove all toxins instantly,false,tweet
Cancer can be cured only through faith healing,false,comment
Drinking bleach can kill viruses inside the body,false,tweet
Smoking increases the risk of lung cancer,true,comment
Mental health therapy can reduce anxiety and depression,true,tweet
Mental illness is caused by evil spirits,false,tweet
Mental health therapy can reduce anxiety and depression,true,news
Regular exercise helps reduce the risk of heart disease,true,forum
Vaccination reduces the spread of infectious diseases,true,forum
Vaccination reduces the spread of infectious diseases,true,comment
Proper hydration helps maintain body temperature,true,blog
Wearing glasses permanently weakens eyesight,false,blog
Mental illness is caused by evil spirits,false,news
Adequate sleep improves mental and physical health,true,tweet
Drinking alcohol improves immunity,false,forum
Detox drinks can remove all toxins instantly,false,news
Vaccines cause autism,false,news
All cancers are caused by mobile phone radiation,false,forum
Vaccines help the immune system recognize and fight infections,true,news
Mental health therapy can reduce anxiety and depression,true,forum
Handwashing reduces the spread of infectious diseases,true,tweet
All cancers are caused by mobile phone radiation,false,forum
Early cancer screening improves survival rates,true,blog
You do not need sleep if you meditate daily,false,comment
Handwashing reduces the spread of infectious diseases,true,forum
Garlic can completely cure COVID-19,false,tweet
Drinking bleach can kill viruses inside the body,false,tweet
Vaccines cause autism,false,comment
Vaccines help the immune system recognize and fight infections,true,comment
Mental health therapy can reduce anxiety and depression,true,tweet
You do not need sleep if you meditate daily,false,forum
Adequate sleep improves mental and physical health,true,news
Vaccines cause autism,false,blog
Garlic can completely cure COVID-19,false,blog
Drinking enough water supports kidney function,true,comment
Homeopathy can replace all modern medicines,false,blog
Smoking increases the risk of lung cancer,true,comment
Wearing glasses permanently weakens eyesight,false,news
Physical activity helps control body weight,true,tweet
Physical activity helps control body weight,true,tweet
Skipping meals is the healthiest way to lose weight,false,blog
Smoking increases the risk of lung cancer,true,blog
Mental illness is caused by evil spirits,false,news
Detox drinks can remove all toxins instantly,false,news
Cancer can be cured only through faith healing,false,forum
High blood pressure increases the risk of stroke,true,tweet
You do not need sleep if you meditate daily,false,forum
Drinking enough water supports kidney function,true,blog
Adequate sleep improves mental and physical health,true,tweet
Detox drinks can remove all toxins instantly,false,comment
Antibiotics are effective against bacterial infections,true,blog
Vaccines help the immune system recognize and fight infections,true,tweet
Adequate sleep improves mental and physical health,true,comment
Regular exercise helps reduce the risk of heart disease,true,blog
Adequate sleep improves mental and physical health,true,comment
A balanced diet improves overall immune health,true,forum
Vaccination reduces the spread of infectious diseases,true,news
Vaccines help the immune system recognize and fight infections,true,blog
Drinking alcohol improves immunity,false,tweet
Garlic can completely cure COVID-19,false,news
Adequate sleep improves mental and physical health,true,blog
You do not need sleep if you meditate daily,false,news
Regular exercise helps reduce the risk of heart disease,true,comment
Mental illness is caused by evil spirits,false,comment
Vaccines help the immune system recognize and fight infections,true,blog
Skipping meals is the healthiest way to lose weight,false,tweet
Garlic can completely cure COVID-19,false,forum
Early cancer screening improves survival rates,true,tweet
Skipping meals is the healthiest way to lose weight,false,blog
Antibiotics can cure viral infections like flu,false,comment
Vaccines help the immune system recognize and fight infections,true,tweet
High blood pressure increases the risk of stroke,true,forum
Adequate sleep improves mental and physical health,true,blog
Handwashing reduces the spread of infectious diseases,true,tweet
Mental illness is caused by evil spirits,false,comment
Vaccines help the immune system recognize and fight infections,true,tweet
Insulin regulates blood sugar levels,true,blog
Homeopathy can replace all modern medicines,false,tweet
High blood pressure increases the risk of stroke,true,forum
Mental illness is caused by evil spirits,false,forum
Antibiotics can cure viral infections like flu,false,comment
Antibiotics can cure viral infections like flu,false,tweet
Mental health therapy can reduce anxiety and depression,true,news
Wearing glasses permanently weakens eyesight,false,comment
Drinking enough water supports kidney function,true,comment
Skipping meals is the healthiest way to lose weight,false,blog
Drinking bleach can kill viruses inside the body,false,news
Mental health therapy can reduce anxiety and depression,true,comment
Drinking enough water supports kidney function,true,blog
Smoking increases the risk of lung cancer,true,tweet
A balanced diet improves overall immune health,true,comment
All cancers are caused by mobile phone radiation,false,tweet
Fasting alone can cure chronic diseases,false,forum
High blood pressure increases the risk of stroke,true,comment
Drinking alcohol improves immunity,false,tweet
A balanced diet improves overall immune health,true,forum
Mental illness is caused by evil spirits,false,blog
High blood pressure increases the risk of stroke,true,comment
